Customer ID,last_purchase_date,first_purchase_date,frequency,monetary,total_items,total_unique_products,avg_unit_price,country,recency,days_since_first_purchase,avg_order_value,avg_items_per_order,avg_days_between_orders,is_weekend_shopper,favorite_hour,cancellation_rate,country_encoded,will_purchase
13213,2011-06-09 16:57:00,2010-05-20 14:50:00,9,2882.4700000000003,1927,136,2.68891156462585,United Kingdom,20,405,320.2744444444445,214.11111111111111,55.0,0.23129251700680273,12,0.3571,38,1
13214,2010-10-18 10:00:00,2010-03-03 14:10:00,7,3264.23,2966,207,1.9063755458515284,United Kingdom,254,483,466.31857142857143,423.7142857142857,38.166666666666664,0.034934497816593885,14,0.0,38,0
13215,2010-11-02 18:26:00,2010-11-02 18:26:00,1,81.6,96,1,0.85,United Kingdom,239,239,81.6,96.0,0.0,0.0,18,0.0,38,0
13216,2011-03-17 12:18:00,2011-03-17 12:18:00,1,333.74,297,5,1.448,United Kingdom,104,104,333.74,297.0,0.0,0.0,12,0.0,38,0
13217,2010-02-22 12:49:00,2010-02-22 12:49:00,1,132.5,250,1,0.53,United Kingdom,492,492,132.5,250.0,0.0,0.0,12,0.5,38,1
13219,2010-03-31 14:18:00,2010-03-31 14:18:00,1,76.23,11,11,6.930000000000001,United Kingdom,455,455,76.23,11.0,0.0,0.0,14,0.0,38,0
13220,2011-06-07 11:10:00,2010-05-13 10:35:00,4,1243.29,332,43,4.26530612244898,United Kingdom,22,412,310.8225,83.0,130.0,0.02040816326530612,10,0.0,38,1
13221,2011-04-13 16:58:00,2010-12-15 13:24:00,2,844.86,243,61,5.052307692307692,United Kingdom,77,196,422.43,121.5,119.0,0.0,13,0.0,38,0
13222,2010-05-11 13:54:00,2010-05-11 13:54:00,1,88.5,30,1,2.95,United Kingdom,414,414,88.5,30.0,0.0,0.0,13,0.0,38,0
13223,2011-05-23 13:03:00,2010-02-12 13:27:00,6,969.1200000000001,568,8,1.656923076923077,United Kingdom,37,502,161.52,94.66666666666667,93.0,0.3076923076923077,13,0.0,38,0
13225,2011-05-27 12:38:00,2009-12-17 09:09:00,13,13538.11,5853,54,2.836875,United Kingdom,33,559,1041.393076923077,450.2307692307692,47.81818181818182,0.16964285714285715,13,0.1176,38,1
13226,2011-03-11 14:35:00,2010-11-11 13:46:00,2,312.46,179,28,2.6389285714285715,United Kingdom,110,230,156.23,89.5,120.0,0.0,14,0.0,38,0
13227,2011-05-22 11:47:00,2011-05-22 11:47:00,1,257.7,99,9,2.5999999999999996,United Kingdom,38,38,257.7,99.0,0.0,1.0,11,0.0,38,0
13229,2011-04-28 12:07:00,2011-04-28 12:07:00,1,160.95,63,10,4.0600000000000005,United Kingdom,62,62,160.95,63.0,0.0,0.0,12,0.0,38,0
13230,2011-05-22 11:28:00,2010-03-18 20:02:00,25,5342.79,2860,541,2.589981668194317,United Kingdom,38,468,213.7116,114.4,17.916666666666668,0.4399633363886343,19,0.0323,38,1
13232,2011-06-12 11:17:00,2011-04-10 13:48:00,4,877.85,547,104,3.2800000000000002,United Kingdom,17,80,219.4625,136.75,21.0,0.7022900763358778,12,0.0,38,1
13233,2011-01-07 14:49:00,2010-01-14 14:10:00,3,875.58,1004,49,1.8454,United Kingdom,173,531,291.86,334.6666666666667,179.0,0.0,14,0.0,38,1
13234,2010-02-05 11:41:00,2009-12-07 12:32:00,2,356.95,162,56,3.0703174603174603,United Kingdom,509,569,178.475,81.0,60.0,0.0,12,0.0,38,0
13235,2011-05-11 17:13:00,2011-05-11 17:13:00,1,1031.07,441,53,2.7143103448275863,United Kingdom,49,49,1031.07,441.0,0.0,0.0,17,0.5,38,0
13237,2010-11-17 10:07:00,2010-11-17 10:07:00,1,643.0,128,24,5.360416666666667,United Kingdom,224,224,643.0,128.0,0.0,0.0,10,0.0,38,0
13238,2011-06-29 12:12:00,2010-04-28 15:02:00,4,624.75,281,19,3.281875,United Kingdom,0,427,156.1875,70.25,142.33333333333334,0.0,12,0.1429,38,1
13239,2011-03-23 10:25:00,2010-07-25 13:34:00,5,1594.69,1151,86,2.8006451612903223,United Kingdom,98,339,318.938,230.2,60.25,0.17204301075268819,10,0.1667,38,0
13240,2011-06-19 15:33:00,2010-02-25 13:17:00,7,1608.08,800,150,2.513644859813084,United Kingdom,10,489,229.72571428571428,114.28571428571429,95.8,0.6915887850467289,13,0.1111,38,1
13241,2010-10-24 11:17:00,2010-10-24 11:17:00,1,115.58,48,40,2.5504761904761906,United Kingdom,248,248,115.58,48.0,0.0,1.0,11,0.0,38,0
13242,2011-05-10 12:28:00,2010-02-09 13:12:00,6,533.0,270,15,1.9740740740740739,United Kingdom,50,505,88.83333333333333,45.0,113.75,0.3333333333333333,12,0.0,38,1
13243,2011-05-20 13:14:00,2010-03-18 13:10:00,5,1278.04,579,165,2.8961363636363635,United Kingdom,40,468,255.608,115.8,214.0,0.0,13,0.0,38,0
13245,2010-10-03 14:03:00,2010-10-03 14:03:00,1,558.72,246,29,2.813448275862069,United Kingdom,269,269,558.72,246.0,0.0,1.0,14,0.0,38,1
13246,2011-06-16 12:51:00,2010-07-02 13:36:00,10,3261.12,2759,214,1.6128328611898017,United Kingdom,13,362,326.11199999999997,275.9,38.77777777777778,0.0679886685552408,13,0.4286,38,1
13248,2011-06-03 13:05:00,2011-06-03 13:05:00,1,387.46999999999997,251,21,2.77,United Kingdom,26,26,387.46999999999997,251.0,0.0,0.0,13,0.0,38,1
13249,2011-03-23 15:26:00,2010-01-24 12:11:00,7,1189.3600000000001,940,2,1.31,United Kingdom,98,521,169.90857142857143,134.28571428571428,70.5,0.2857142857142857,9,0.0,38,1
13250,2010-09-05 11:33:00,2010-07-25 14:01:00,2,256.04,108,17,2.4835000000000003,United Kingdom,297,339,128.02,54.0,42.0,1.0,14,0.3333,38,0
13251,2010-11-02 13:20:00,2010-11-02 13:20:00,1,252.68,215,25,1.5316,United Kingdom,239,239,252.68,215.0,0.0,0.0,13,0.0,38,0
13252,2010-11-10 16:00:00,2010-03-24 10:30:00,2,399.3,134,19,4.681578947368421,United Kingdom,231,462,199.65,67.0,231.0,0.0,10,1.0,38,0
13253,2011-01-04 15:43:00,2010-01-05 12:13:00,3,2397.19,2067,55,2.014181818181818,United Kingdom,176,540,799.0633333333334,689.0,182.0,0.0,12,0.0,38,1
13254,2010-11-28 15:42:00,2010-11-28 15:42:00,1,51.410000000000004,43,4,2.5225,United Kingdom,213,213,51.410000000000004,43.0,0.0,1.0,15,0.0,38,0
13255,2010-12-01 11:58:00,2010-07-15 13:20:00,2,730.65,450,19,4.144,United Kingdom,210,349,365.325,225.0,139.0,0.0,13,0.25,38,1
13257,2010-09-29 14:58:00,2010-09-29 14:58:00,1,149.75,33,7,7.321428571428571,United Kingdom,273,273,149.75,33.0,0.0,0.0,14,0.6667,38,0
13258,2011-05-18 13:11:00,2010-11-04 12:45:00,3,561.22,246,14,3.289565217391304,United Kingdom,42,237,187.07333333333335,82.0,97.5,0.0,13,0.0,38,1
13259,2010-11-07 10:56:00,2010-01-10 10:26:00,8,1137.31,384,180,3.389618644067797,United Kingdom,234,535,142.16375,48.0,60.2,0.9661016949152542,10,0.0,38,1
13261,2011-03-16 12:22:00,2011-02-27 10:41:00,2,944.1,210,8,5.488888888888889,United Kingdom,105,122,472.05,105.0,17.0,0.8888888888888888,10,0.0,38,0
13262,2011-03-21 15:06:00,2010-04-18 12:14:00,3,573.45,247,48,3.8594,United Kingdom,100,437,191.15,82.33333333333333,168.5,0.52,12,0.0,38,0
13263,2011-06-29 15:03:00,2010-10-22 17:07:00,22,5217.02,2942,395,2.361991416309013,United Kingdom,0,250,237.13727272727274,133.72727272727272,13.157894736842104,0.0944206008583691,15,0.0,38,1
13264,2010-09-23 12:42:00,2010-09-23 12:42:00,1,722.5600000000001,375,38,3.237894736842105,United Kingdom,279,279,722.5600000000001,375.0,0.0,0.0,12,0.0,38,0
13265,2011-06-09 09:28:00,2011-03-11 09:54:00,3,1465.66,1138,44,2.136290322580645,United Kingdom,20,110,488.55333333333334,379.3333333333333,45.0,0.0,9,0.0,38,1
13266,2011-06-07 13:33:00,2009-12-17 10:52:00,13,4127.21,4781,120,1.608009708737864,United Kingdom,22,559,317.47769230769234,367.7692307692308,44.75,0.0,11,0.6667,38,1
13267,2011-05-24 10:35:00,2009-12-07 16:56:00,28,7446.91,3071,126,3.555678233438486,United Kingdom,36,569,265.9610714285714,109.67857142857143,28.05263157894737,0.04416403785488959,9,0.54,38,1
13268,2011-06-23 11:38:00,2011-03-17 13:20:00,6,2150.25,2518,206,1.4304000000000001,United Kingdom,6,104,358.375,419.6666666666667,19.6,0.0,11,0.4667,38,1
13269,2011-06-13 11:36:00,2009-12-02 11:47:00,19,5906.14,4624,190,2.527486187845304,United Kingdom,16,574,310.8494736842105,243.3684210526316,42.92307692307692,0.38950276243093923,12,0.1333,38,1
13270,2010-12-08 14:53:00,2010-12-08 14:53:00,1,1180.0,400,1,2.95,United Kingdom,203,203,1180.0,400.0,0.0,0.0,14,0.0,38,0
13274,2010-10-26 13:48:00,2010-10-26 13:48:00,1,360.85,199,19,3.7605263157894737,United Kingdom,246,246,360.85,199.0,0.0,0.0,13,0.0,38,0
13275,2010-11-21 12:09:00,2010-03-17 14:05:00,2,241.66,140,48,2.1116,United Kingdom,220,469,120.83,70.0,249.0,0.08,14,0.0,38,0
13276,2010-11-07 14:17:00,2010-03-07 14:05:00,3,1348.33,694,184,3.2552054794520546,United Kingdom,234,479,449.4433333333333,231.33333333333334,122.5,1.0,14,0.2857,38,1
13277,2010-11-24 15:34:00,2010-06-18 08:45:00,3,264.9,206,7,1.2633333333333332,United Kingdom,217,376,88.3,68.66666666666667,79.5,0.0,8,0.0,38,1
13278,2010-11-05 11:42:00,2010-04-08 11:59:00,3,882.62,796,47,1.9236065573770493,United Kingdom,236,447,294.20666666666665,265.3333333333333,105.5,0.0,11,0.2,38,1
13280,2011-01-27 16:29:00,2010-03-05 09:07:00,6,2207.13,1425,157,3.0585221674876846,United Kingdom,153,481,367.855,237.5,82.0,0.0,16,0.125,38,1
13281,2010-09-26 16:03:00,2010-09-26 16:03:00,1,350.85,201,22,2.4390909090909094,United Kingdom,276,276,350.85,201.0,0.0,1.0,16,1.3333,38,0
13282,2011-05-03 12:03:00,2010-10-29 14:11:00,2,525.75,187,27,3.8267857142857147,United Kingdom,57,243,262.875,93.5,186.0,0.0,12,0.4286,38,1
13283,2011-06-07 12:39:00,2010-03-09 14:36:00,3,305.2,144,14,2.83,United Kingdom,22,477,101.73333333333333,48.0,227.5,0.0,13,0.0,38,1
13284,2011-01-13 09:23:00,2011-01-13 09:23:00,1,201.19,91,13,4.397692307692308,United Kingdom,167,167,201.19,91.0,0.0,0.0,9,0.5,38,0
13285,2011-04-27 13:03:00,2010-03-25 14:26:00,4,1828.74,1320,112,2.918730158730159,United Kingdom,63,461,457.185,330.0,132.66666666666666,0.18253968253968253,13,0.0,38,1
13286,2010-04-18 15:35:00,2010-04-18 15:35:00,1,734.91,274,46,4.138979591836735,United Kingdom,437,437,734.91,274.0,0.0,1.0,15,0.0,38,0
13287,2010-04-15 15:26:00,2010-01-04 10:43:00,3,781.59,429,46,3.0541509433962264,United Kingdom,440,541,260.53000000000003,143.0,50.5,0.0,15,3.0,38,0
13288,2010-09-22 16:32:00,2010-02-11 14:59:00,5,927.61,379,7,4.788,United Kingdom,280,503,185.522,75.8,55.75,0.1,15,0.3333,38,0
13289,2009-12-16 11:53:00,2009-12-16 11:53:00,1,307.95,119,16,4.390625,United Kingdom,560,560,307.95,119.0,0.0,0.0,11,0.0,38,0
13291,2010-10-21 19:01:00,2010-02-11 18:36:00,10,2959.73,1386,134,3.3594055944055943,United Kingdom,251,503,295.973,138.6,28.0,0.0,19,0.0,38,1
13292,2011-02-28 15:00:00,2010-07-01 14:36:00,4,665.14,316,41,4.738809523809524,United Kingdom,121,363,166.285,79.0,80.66666666666667,0.0,13,0.1667,38,1
13293,2010-11-12 13:28:00,2010-02-09 12:05:00,6,1192.94,555,51,3.3756944444444446,United Kingdom,229,505,198.82333333333335,92.5,55.2,0.06944444444444445,12,0.1429,38,0
13294,2011-06-03 08:54:00,2010-03-03 12:54:00,3,1689.53,996,93,3.5543137254901964,United Kingdom,26,483,563.1766666666666,332.0,228.5,0.0,12,0.0,38,0
13295,2010-12-15 11:21:00,2010-05-12 09:13:00,4,1101.97,733,56,2.368805970149254,United Kingdom,196,413,275.4925,183.25,72.33333333333333,0.5522388059701493,11,1.0,38,0
13296,2010-10-12 12:41:00,2010-05-11 14:29:00,5,705.11,575,46,1.819375,United Kingdom,260,414,141.022,115.0,38.5,0.0,8,0.0,38,1
13297,2010-11-19 13:49:00,2010-06-15 12:35:00,3,2278.77,1731,58,2.555625,United Kingdom,222,379,759.59,577.0,78.5,0.0,12,0.125,38,1
13299,2011-03-16 12:55:00,2010-06-29 11:30:00,3,1218.7,416,56,4.6688709677419356,United Kingdom,105,365,406.23333333333335,138.66666666666666,130.0,0.0,10,0.8,38,0
13300,2011-06-23 13:09:00,2010-05-14 15:56:00,3,1285.51,455,44,4.025090909090909,United Kingdom,6,411,428.50333333333333,151.66666666666666,202.5,0.0,13,0.6,38,0
13301,2011-05-01 11:55:00,2011-02-20 13:13:00,2,327.77,189,40,2.285853658536585,United Kingdom,59,129,163.885,94.5,70.0,1.0,11,0.0,38,1
13302,2010-07-01 12:32:00,2010-07-01 12:32:00,1,95.45,7,2,15.85,United Kingdom,363,363,95.45,7.0,0.0,0.0,12,0.0,38,1
13303,2010-11-04 14:55:00,2010-11-04 14:55:00,1,61.72,26,4,4.385,United Kingdom,237,237,61.72,26.0,0.0,0.0,14,0.0,38,0
13304,2010-12-23 14:35:00,2010-02-08 12:42:00,4,1217.99,716,59,3.5306410256410254,United Kingdom,188,506,304.4975,179.0,106.0,0.0,10,1.2857,38,0
13305,2011-04-08 14:26:00,2010-03-10 14:49:00,10,2394.1,1616,123,3.4998666666666667,United Kingdom,82,476,239.41,161.6,43.77777777777778,0.0,14,0.0,38,1
13306,2010-10-05 14:55:00,2010-10-05 14:55:00,1,53.65,74,4,0.9525,United Kingdom,267,267,53.65,74.0,0.0,0.0,14,0.0,38,0
13307,2010-08-09 12:56:00,2010-04-26 13:28:00,2,258.34,136,14,3.1992857142857143,United Kingdom,324,429,129.17,68.0,105.0,0.0,13,0.0,38,1
13308,2011-05-20 13:13:00,2010-04-22 09:22:00,2,1099.81,749,42,3.0372093023255813,United Kingdom,40,433,549.905,374.5,393.0,0.0,13,0.6,38,1
13309,2011-05-17 12:44:00,2010-11-12 12:10:00,3,796.22,986,59,1.262142857142857,United Kingdom,43,229,265.4066666666667,328.6666666666667,93.0,0.0,12,0.0,38,1
13310,2011-05-17 13:26:00,2010-11-02 17:03:00,4,1226.82,624,65,3.528666666666666,United Kingdom,43,239,306.705,156.0,65.33333333333333,0.0,14,0.625,38,1
13312,2010-09-14 14:36:00,2010-09-14 14:36:00,1,124.75,41,5,3.5700000000000003,United Kingdom,288,288,124.75,41.0,0.0,0.0,14,0.0,38,0
13313,2011-05-08 13:20:00,2009-12-02 16:18:00,9,2499.7400000000002,1788,89,2.3403571428571426,United Kingdom,52,574,277.7488888888889,198.66666666666666,74.57142857142857,0.1,12,0.2667,38,1
13315,2010-01-19 15:34:00,2010-01-19 15:34:00,1,310.26,232,22,1.968181818181818,United Kingdom,526,526,310.26,232.0,0.0,0.0,15,0.0,38,0
13316,2011-03-30 13:01:00,2010-03-10 10:01:00,7,8836.32,16472,71,2.602424242424242,United Kingdom,91,476,1262.3314285714284,2353.1428571428573,64.16666666666667,0.0,10,0.1667,38,1
13317,2011-05-25 10:35:00,2009-12-13 11:11:00,18,5526.39,2613,180,3.786411149825784,United Kingdom,35,563,307.0216666666667,145.16666666666666,40.61538461538461,0.13937282229965156,15,1.1935,38,1
13319,2011-06-23 10:14:00,2009-12-06 14:46:00,46,16820.39,6914,283,3.5832974427994615,United Kingdom,6,570,365.66065217391304,150.30434782608697,18.193548387096776,0.06191117092866756,14,0.5513,38,1
13320,2011-05-10 10:30:00,2010-08-18 10:29:00,4,1188.01,849,62,1.68675,United Kingdom,50,315,297.0025,212.25,132.5,0.0,10,0.5556,38,1
13324,2011-05-20 14:06:00,2010-05-25 10:23:00,15,7190.51,5716,30,3.258020833333333,United Kingdom,40,400,479.36733333333336,381.06666666666666,40.0,0.0,10,0.3043,38,1
13326,2010-10-03 16:00:00,2010-10-03 16:00:00,1,281.76,140,13,2.914615384615385,United Kingdom,269,269,281.76,140.0,0.0,1.0,16,0.0,38,0
13327,2011-06-07 08:54:00,2009-12-18 15:35:00,17,8124.06,3747,157,3.003846153846154,United Kingdom,22,558,477.8858823529412,220.41176470588235,35.733333333333334,0.11705685618729098,15,0.1818,38,1
13328,2011-01-27 15:22:00,2011-01-27 15:22:00,1,1308.48,680,17,1.8776470588235292,United Kingdom,153,153,1308.48,680.0,0.0,0.0,15,0.0,38,0
13329,2010-12-08 10:11:00,2009-12-04 15:41:00,7,4628.17,3198,60,2.379652173913043,United Kingdom,203,572,661.1671428571428,456.85714285714283,92.25,0.0,14,0.5,38,1
13330,2011-06-07 12:18:00,2010-02-23 10:12:00,5,2393.47,1624,66,2.358913043478261,United Kingdom,22,491,478.69399999999996,324.8,117.25,0.1956521739130435,10,0.0,38,1
13331,2010-11-03 08:04:00,2010-11-03 08:04:00,1,262.4,54,12,11.845833333333333,United Kingdom,238,238,262.4,54.0,0.0,0.0,8,0.0,38,0
13333,2010-10-24 13:24:00,2010-02-19 09:26:00,3,1015.74,685,54,2.490545454545454,United Kingdom,248,495,338.58,228.33333333333334,123.5,0.10909090909090909,9,0.0,38,0
13334,2011-06-02 11:33:00,2010-02-25 12:21:00,4,5458.77,2803,280,3.029953161592506,United Kingdom,27,489,1364.6925,700.75,154.0,0.0,11,0.1667,38,1
13337,2010-06-11 13:27:00,2010-06-11 13:27:00,1,1575.26,980,87,3.464137931034483,United Kingdom,383,383,1575.26,980.0,0.0,0.0,13,1.5,38,0
13338,2010-06-16 10:23:00,2010-01-05 12:25:00,3,1908.6,894,100,4.713796296296296,United Kingdom,378,540,636.1999999999999,298.0,81.0,0.0,12,1.8,38,1
13339,2011-05-23 08:31:00,2011-05-23 08:31:00,1,860.12,326,54,5.235555555555556,United Kingdom,37,37,860.12,326.0,0.0,0.0,8,0.0,38,0
13340,2011-03-08 11:39:00,2010-02-22 14:54:00,6,15042.11,5471,116,7.079090909090909,United Kingdom,113,492,2507.0183333333334,911.8333333333334,94.75,0.0,11,0.0,38,1
13341,2011-03-24 09:50:00,2011-03-24 09:50:00,1,775.85,301,42,4.182142857142857,United Kingdom,97,97,775.85,301.0,0.0,0.0,9,0.0,38,0
13343,2011-06-15 12:24:00,2011-06-15 12:24:00,1,303.43,134,18,3.823888888888889,United Kingdom,14,14,303.43,134.0,0.0,0.0,12,1.5,38,0
13344,2011-03-07 10:28:00,2011-03-07 10:28:00,1,1656.15,599,68,5.814705882352942,United Kingdom,114,114,1656.15,599.0,0.0,0.0,10,0.0,38,1
13345,2011-02-25 09:01:00,2011-02-25 09:01:00,1,339.5,140,19,3.3105263157894735,United Kingdom,124,124,339.5,140.0,0.0,0.0,9,1.0,38,0
13346,2010-09-03 11:41:00,2010-04-22 12:34:00,6,299.4,180,4,1.8916666666666666,United Kingdom,299,433,49.9,30.0,33.5,0.0,14,0.0,38,0
13357,2011-03-27 13:56:00,2010-03-22 14:30:00,5,3817.36,2092,283,3.1699244332493706,United Kingdom,94,464,763.472,418.4,123.33333333333333,0.22670025188916876,14,0.0,38,0
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,389.03,284,28,3.399642857142857,United Kingdom,105,105,389.03,284.0,0.0,0.0,11,0.0,38,0
13359,2010-11-01 15:05:00,2010-11-01 15:05:00,1,553.75,219,32,4.0140625,United Kingdom,240,240,553.75,219.0,0.0,0.0,15,1.25,38,1
13360,2010-10-04 12:37:00,2010-01-08 11:16:00,4,1503.65,941,57,2.7616923076923077,United Kingdom,268,537,375.9125,235.25,89.66666666666667,0.0,12,1.0,38,0
13361,2010-08-24 14:56:00,2010-04-01 07:49:00,2,1450.5,324,29,4.438235294117647,United Kingdom,309,454,725.25,162.0,145.0,0.0,7,0.0,38,0
13362,2011-04-08 08:21:00,2010-10-10 15:27:00,5,3884.86,1826,161,3.361333333333333,United Kingdom,82,262,776.972,365.2,45.0,0.22666666666666666,11,0.6,38,1
13363,2010-10-26 11:07:00,2010-10-26 11:07:00,1,731.36,436,42,2.727142857142857,United Kingdom,246,246,731.36,436.0,0.0,0.0,11,0.0,38,1
13365,2011-05-06 12:00:00,2011-05-06 12:00:00,1,700.6,404,39,3.43051282051282,United Kingdom,54,54,700.6,404.0,0.0,0.0,12,1.5,38,1
13367,2010-10-04 10:00:00,2010-10-04 10:00:00,1,460.20000000000005,252,19,2.2210526315789476,United Kingdom,268,268,460.20000000000005,252.0,0.0,0.0,10,0.0,38,0
13368,2011-03-28 09:59:00,2010-10-12 10:43:00,4,1021.5,604,44,2.8745999999999996,United Kingdom,93,260,255.375,151.0,55.666666666666664,0.0,9,0.2,38,0
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,516.5600000000001,296,13,3.2015384615384614,United Kingdom,202,202,516.5600000000001,296.0,0.0,0.0,11,2.5,38,0
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,1509.74,686,39,3.7279487179487183,United Kingdom,208,208,1509.74,686.0,0.0,0.0,10,5.0,38,0
13371,2010-07-22 17:33:00,2010-03-17 15:29:00,2,2297.66,1019,75,4.004130434782609,United Kingdom,342,469,1148.83,509.5,127.0,0.0,15,0.75,38,0
13373,2011-03-08 14:35:00,2009-12-06 12:34:00,4,5262.64,3070,222,3.40484,United Kingdom,113,570,1315.66,767.5,152.33333333333334,0.448,10,0.0,38,1
13374,2010-10-21 10:04:00,2010-09-16 10:29:00,2,372.8,134,16,3.296875,United Kingdom,251,286,186.4,67.0,35.0,0.0,10,0.0,38,0
13375,2010-09-21 08:12:00,2010-09-21 08:12:00,1,1013.58,682,34,3.1594117647058826,United Kingdom,281,281,1013.58,682.0,0.0,0.0,8,0.3333,38,1
13376,2011-05-20 09:08:00,2011-04-19 13:03:00,2,670.0,354,33,2.784864864864865,United Kingdom,40,71,335.0,177.0,31.0,0.0,13,0.0,38,1
13377,2010-11-08 12:20:00,2010-03-04 10:06:00,2,1452.88,746,70,4.293157894736843,United Kingdom,233,482,726.44,373.0,249.0,0.0,12,0.75,38,0
13380,2010-10-03 10:18:00,2010-10-03 10:18:00,1,62.4,48,3,1.3166666666666667,United Kingdom,269,269,62.4,48.0,0.0,1.0,10,0.0,38,0
13381,2011-05-16 16:22:00,2009-12-01 15:19:00,8,5656.41,3693,125,2.885744680851064,United Kingdom,44,575,707.05125,461.625,75.85714285714286,0.0,10,0.3333,38,1
13382,2011-03-04 10:03:00,2009-12-08 09:56:00,5,1387.58,863,74,2.4241860465116276,United Kingdom,117,568,277.51599999999996,172.6,112.75,0.0,9,0.0,38,0
13383,2010-06-14 11:45:00,2010-06-14 11:45:00,1,305.28000000000003,288,1,1.06,United Kingdom,380,380,305.28000000000003,288.0,0.0,0.0,11,0.0,38,0
13384,2011-06-14 12:47:00,2010-07-27 12:22:00,5,3701.5,2386,134,3.3920481927710844,United Kingdom,15,337,740.3,477.2,80.5,0.12650602409638553,12,0.4667,38,1
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,534.57,281,35,4.533142857142857,United Kingdom,166,166,534.57,281.0,0.0,0.0,9,0.0,38,0
13386,2010-10-21 12:52:00,2010-09-28 13:09:00,2,835.46,514,24,2.2948387096774194,United Kingdom,251,274,417.73,257.0,23.0,0.0,13,0.0,38,0
13387,2010-10-18 14:07:00,2010-10-18 14:07:00,1,184.34,119,70,1.9383333333333335,United Kingdom,254,254,184.34,119.0,0.0,0.0,14,0.0,38,0
13388,2010-04-15 10:18:00,2010-04-15 10:18:00,1,508.55,419,34,3.7147058823529413,United Kingdom,440,440,508.55,419.0,0.0,0.0,10,0.25,38,1
13389,2011-04-21 12:12:00,2011-04-21 12:12:00,1,257.89,115,18,4.390555555555555,United Kingdom,69,69,257.89,115.0,0.0,0.0,12,0.0,38,1
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,4,1,14.95,United Kingdom,40,40,59.8,4.0,0.0,0.0,10,0.0,38,0
13392,2010-01-31 13:34:00,2010-01-31 13:34:00,1,91.14,82,8,1.44625,United Kingdom,514,514,91.14,82.0,0.0,1.0,13,0.0,38,0
13393,2010-05-05 09:34:00,2009-12-07 18:12:00,4,1131.45,662,53,4.150579710144927,United Kingdom,420,569,282.8625,165.5,49.666666666666664,0.0,9,0.6667,38,0
13394,2011-05-09 12:29:00,2009-12-01 11:58:00,14,5037.01,3681,199,2.399967741935484,United Kingdom,51,575,359.7864285714286,262.92857142857144,40.30769230769231,0.2645161290322581,12,0.5833,38,1
13395,2011-06-07 15:04:00,2010-10-14 13:00:00,3,1180.23,1660,77,1.9066666666666667,United Kingdom,22,258,393.41,553.3333333333334,118.0,0.0,14,0.0,38,0
13396,2011-01-24 13:37:00,2011-01-24 13:37:00,1,387.27000000000004,139,15,3.832666666666667,United Kingdom,156,156,387.27000000000004,139.0,0.0,0.0,13,1.0,38,1
13397,2011-06-09 15:35:00,2010-01-20 09:50:00,8,2628.21,1206,61,4.529102564102564,United Kingdom,20,525,328.52625,150.75,72.14285714285714,0.0,13,0.3077,38,1
13398,2011-05-31 13:17:00,2010-09-17 09:34:00,2,670.34,341,37,4.044102564102564,United Kingdom,29,285,335.17,170.5,256.0,0.0,13,0.0,38,0
13399,2010-09-01 13:59:00,2010-07-08 17:47:00,3,275.4,120,10,3.61,United Kingdom,301,356,91.8,40.0,27.5,0.0,17,0.0,38,0
13400,2010-05-06 09:00:00,2010-05-06 09:00:00,1,310.83,284,23,1.9695652173913043,United Kingdom,419,419,310.83,284.0,0.0,0.0,9,0.5,38,0
13402,2010-12-02 17:12:00,2010-05-24 10:56:00,3,1222.18,818,43,2.737432432432432,United Kingdom,209,401,407.3933333333334,272.6666666666667,96.0,0.0,17,0.0,38,1
13403,2010-11-17 11:38:00,2009-12-16 13:23:00,2,154.5,70,6,4.008333333333334,United Kingdom,224,560,77.25,35.0,336.0,0.0,11,0.0,38,1
13404,2011-05-11 11:57:00,2011-05-11 11:57:00,1,217.81,99,9,2.9033333333333338,United Kingdom,49,49,217.81,99.0,0.0,0.0,11,0.0,38,1
13405,2011-05-19 16:31:00,2009-12-15 14:13:00,5,1198.81,853,32,4.809024390243902,United Kingdom,41,561,239.762,170.6,130.0,0.12195121951219512,16,0.3333,38,0
13406,2010-10-08 14:44:00,2010-03-18 07:29:00,2,568.92,292,7,2.4655555555555555,United Kingdom,264,468,284.46,146.0,204.0,0.0,14,0.3333,38,0
13407,2010-05-10 12:41:00,2010-02-16 11:13:00,3,2244.7,1690,85,2.5101176470588236,United Kingdom,415,498,748.2333333333332,563.3333333333334,41.5,0.0,11,1.1667,38,0
13408,2011-06-26 11:00:00,2009-12-04 09:31:00,75,36527.25,20955,246,2.529577702702703,United Kingdom,3,572,487.03,279.4,10.735849056603774,0.14864864864864866,12,0.2519,38,1
13410,2011-06-05 15:52:00,2009-12-08 13:43:00,7,1743.94,1026,21,2.2737837837837835,United Kingdom,24,568,249.1342857142857,146.57142857142858,90.66666666666667,0.21621621621621623,15,0.25,38,1
13412,2010-03-29 16:28:00,2010-03-29 16:28:00,1,487.34999999999997,176,33,4.819117647058824,United Kingdom,457,457,487.34999999999997,176.0,0.0,0.0,16,0.0,38,0
