StockCode,description,avg_price,purchase_count,num_customers
21690,SILVER  CANDLEPOT JARDIN ,3.7414893617021274,75,65
21691,SILVER VANILLA FLOWER CANDLE POT,3.7453846153846153,66,56
21692,SILVER LATTICE VANILLA CANDLE POT,3.7441463414634146,104,81
21693,SMALL HAMMERED SILVER CANDLEPOT ,2.9464285714285716,99,84
21694,SMALL REGAL  SILVER CANDLEPOT ,2.9375,61,51
21695,SMALL SILVER FLOWER CANDLE POT,2.929746835443038,75,65
21696,SMALL SILVER TRELLIS CANDLEPOT,2.95,95,80
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,1.4914285714285713,7,6
21698,MOCK LOBSTER FRIDGE MAGNET,0.6877551020408164,48,38
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,1.2266666666666666,3,2
21700,BIG DOUGHNUT FRIDGE MAGNETS,0.8461651917404128,325,186
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,1.3425,8,5
21703,BAG 125g SWIRLY MARBLES,0.42163135593220336,452,293
21704,BAG 250g SWIRLY MARBLES,0.8464718162839248,464,287
21705,BAG 500g SWIRLY MARBLES,1.5612169312169313,183,142
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4.790105263157895,184,134
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4.880518518518518,132,107
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,4.709139784946236,89,72
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4.847682926829268,79,69
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,4.627032967032967,87,80
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,4.710714285714286,54,51
21713,CITRONELLA CANDLE FLOWERPOT,2.0527616279069765,325,232
21714,CITRONELLA CANDLE GARDEN POT,1.2385843373493974,322,230
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2.5185139318885446,317,255
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2.521501597444089,306,241
21717,EASTER TIN BUCKET,2.506551724137931,143,122
21718,RED METAL BEACH SPADE ,1.253269841269841,308,223
21719,LOVELY BONBON STICKER SHEET,0.8487254901960783,92,69
21720,CAKE SHOP  STICKER SHEET,0.847111111111111,87,73
21721,CANDY SHOP  STICKER SHEET,0.8472631578947368,89,73
21722,SWEET PUDDING STICKER SHEET,0.8499999999999999,40,33
21723,ALPHABET HEARTS STICKER SHEET,0.85,93,66
21724,PANDA AND BUNNIES STICKER SHEET,0.85,126,81
21725,SWEETIES  STICKERS,0.85,109,81
21726,MULTI HEARTS  STICKERS,0.8490579710144928,127,93
21728,METAL MEDINA LANTERN ,12.405263157894737,36,33
21729,SMALL MARAKESH METAL  LANTERN ,3.2291666666666665,23,19
21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.882986577181208,259,155
21731,RED TOADSTOOL LED NIGHT LIGHT,1.648707916287534,1043,415
21732,RED HANGING METAL STAR TLIGHT HLDR,3.6839999999999997,56,50
21733,RED HANGING HEART T-LIGHT HOLDER,2.9161863425925927,1631,744
21734,SMALL MARAKESH LANTERN ON STICK,3.75,14,14
21735,TWO DOOR CURIO CABINET,12.544230769230769,202,139
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,2.0316,22,22
21737,SET 3 WICKER LOG BASKETS,19.73181818181818,163,118
21738,COSY SLIPPER SHOES SMALL  RED ,2.943548387096774,103,89
21739,COSY SLIPPER SHOES SMALL GREEN,2.9142056074766356,100,83
21740,COSY SLIPPER SHOES LARGE RED,2.95,48,44
21741,COSY SLIPPER SHOES LARGE GREEN,2.9443661971830988,132,108
21742,LARGE ROUND WICKER PLATTER ,5.95,189,156
21743,STAR PORTABLE TABLE LIGHT ,2.9243589743589746,139,117
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,3.0662573099415207,154,131
21745,GAOLERS KEYS DECORATIVE GARDEN ,3.7435789473684213,460,236
21746,SMALL RED RETROSPOT WINDMILL,1.2495652173913043,381,234
21747,SMALL SKULL WINDMILL,1.2396923076923076,128,83
21749,LARGE RED RETROSPOT WINDMILL,2.072093023255814,215,153
21750,LARGE SKULL WINDMILL,2.0951923076923076,51,43
21752,GLASS CAKE STAND MIRRORED BASE,14.808064516129031,30,28
21754,HOME BUILDING BLOCK WORD,5.963094867807154,1831,682
21755,LOVE BUILDING BLOCK WORD,5.9649074664964905,1485,661
21756,BATH BUILDING BLOCK WORD,5.986781818181818,519,327
21757,LIGHTHOUSE PRINTED METAL SIGN,4.95,31,15
21758,VINTAGE SHELLS PRINT,6.438888888888889,45,34
21759,METAL WALL SHELF UNIT WITH HOOKS,45.47,11,11
21760,FRENCH STYLE WALL DRESSER,116.92307692307692,12,12
21761,WOOD AND GLASS MEDICINE CABINET,29.603846153846153,24,21
21763,VINTAGE WOODEN BAR STOOL,27.95294117647059,17,15
21764,VINTAGE WOODEN PLATE RACK,39.49545454545455,11,11
21765,HANGING METAL BIRD BATH,7.903125,119,103
21768,WALL MOUNTED VINTAGE ORGANISER,14.707301587301586,123,95
21769,VINTAGE POST OFFICE CABINET,77.176,48,42
21770,OPEN CLOSED METAL SIGN,4.9445470085470085,580,423
21773,DECORATIVE ROSE BATHROOM BOTTLE,1.1542727272727273,106,87
21774,DECORATIVE CATS BATHROOM BOTTLE,1.2008849557522123,108,79
21775,DECORATIVE FLORE BATHROOM BOTTLE,1.239753086419753,79,63
21777,RECIPE BOX WITH METAL HEART,7.9095015576323995,312,169
21779,MA CAMPAGNE MINI WOODEN CHEST,4.612272727272727,22,21
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,8.411764705882353,17,17
21781,MA CAMPAGNE CUTLERY BOX,14.87072072072072,314,150
21784,SHOE SHINE BOX ,9.939930555555556,135,78
21785,RAIN PONCHO ,0.8342696629213483,78,71
21786,POLKADOT RAIN HAT ,0.4283935742971888,216,131
21787,RAIN PONCHO RETROSPOT,0.8480327868852459,350,221
21788,KIDS RAIN MAC BLUE,0.8477297297297296,174,141
21789,KIDS RAIN MAC PINK,0.8488108108108108,177,138
21790,VINTAGE SNAP CARDS,0.8473826366559486,1480,793
21791,VINTAGE HEADS AND TAILS CARD GAME ,1.2546431797651312,1050,641
21792,CLASSIC FRENCH STYLE BASKET GREEN ,5.624074074074074,132,110
21793,CLASSIC FRENCH STYLE BASKET BROWN,4.999148936170213,93,81
21794,CLASSIC FRENCH STYLE BASKET NATURAL,5.308627450980392,152,123
21795,SET OF 3 BLUE STRIPE BASKET,12.6725,76,64
21796,SET OF 3 RED STRIPE BASKETS,12.660757575757575,66,57
21801,CHRISTMAS TREE DECORATION WITH BELL,0.42,80,69
21802,CHRISTMAS TREE HEART DECORATION,0.42,99,89
21803,CHRISTMAS TREE STAR DECORATION,0.42,101,86
21804,WHITE CHRISTMAS GARLAND STARS TREES,3.741,106,92
21805,WHITE CHRISTMAS TREE DECORATION ,0.41857142857142854,82,77
21806,WHITE CHRISTMAS HEART DECORATION,0.41944954128440365,104,95
21807,WHITE CHRISTMAS STAR DECORATION,0.4196,132,114
21808,"CHRISTMAS GARLAND STARS,TREES",3.3970588235294117,79,70
21809,CHRISTMAS HANGING TREE WITH BELL,0.961552795031056,148,118
21810,CHRISTMAS HANGING STAR WITH BELL,0.7667537313432836,241,171
21811,CHRISTMAS HANGING HEART WITH BELL,0.9251602564102563,270,199
21812,GARLAND WITH HEARTS AND BELLS,4.933969465648855,124,103
21813,GARLAND WITH STARS AND BELLS,4.927659574468085,87,76
21814,HEART T-LIGHT HOLDER ,1.447560975609756,71,59
21815,STAR  T-LIGHT HOLDER ,1.4472222222222222,64,58
21816,CHRISTMAS TREE T-LIGHT HOLDER,1.45,41,34
21817,GLITTER CHRISTMAS TREE,0.6988571428571428,121,102
21818,GLITTER CHRISTMAS HEART ,0.667384105960265,261,197
21819,GLITTER CHRISTMAS STAR ,0.66488,231,178
21820,GLITTER HEART GARLAND WITH BELLS ,3.7626490066225164,134,112
21821,GLITTER STAR GARLAND WITH BELLS ,3.7405263157894737,107,86
21822,GLITTER CHRISTMAS TREE WITH BELLS,1.4175862068965517,97,73
21823,PAINTED METAL HEART WITH HOLLY BELL,1.1613829787234042,166,136
21824,PAINTED METAL STAR WITH HOLLY BELLS,1.0733142857142857,159,137
21825,PAINTED METAL TREE WITH HOLLY BELLS,1.4473333333333334,67,62
21826,EIGHT PIECE DINOSAUR SET,1.2472330097087378,188,136
21827,EIGHT PIECE CREEPY CRAWLIE SET,1.247142857142857,119,89
21828,EIGHT PIECE SNAKE  SET,1.2463225806451614,146,107
21829,DINOSAUR KEYRINGS ASSORTED,0.2105844155844156,300,211
21830,ASSORTED CREEPY CRAWLIES,0.42573770491803276,225,151
21832,CHOCOLATE CALCULATOR,1.6809030100334448,281,204
21833,CAMOUFLAGE LED TORCH,1.6841040462427743,337,210
21836,GINGHAM OVEN GLOVE RED HEART ,3.75,80,77
21837,CROSS STITCH ALPHABET CUSHION COVER,5.95,70,61
21839,MUMMY MOUSE RED GINGHAM RIBBON,5.432142857142857,81,71
21841,BABY MOUSE RED GINGHAM DRESS,4.23062015503876,123,106
21842,PINK HEART CANDY BUTTON CALCULATOR,2.5026315789473683,38,32
21843,RED RETROSPOT CAKE STAND,10.869477668433005,1279,599
21844,RED RETROSPOT MUG,2.9029953917050695,422,252
21845,DAIRY MAID STRIPE MUG,1.8931292517006804,144,104
21846,PINK DIAMANTE PEN IN GIFT BOX,4.207777777777777,87,51
21847,GREEN  DIAMANTE PEN IN GIFT BOX,4.145652173913044,22,20
21849,SILVER DIAMANTE PEN IN GIFT BOX,4.373333333333333,59,46
21850,BLUE  DIAMANTE PEN IN GIFT BOX,4.3187500000000005,43,29
21851,LILAC DIAMANTE PEN IN GIFT BOX,4.625918367346939,46,34
21864,UNION JACK FLAG PASSPORT COVER ,2.0836594202898553,259,166
21865,PINK UNION JACK  PASSPORT COVER ,2.096255707762557,207,129
21866,UNION JACK FLAG LUGGAGE TAG,1.2666876971608834,294,190
21867,PINK UNION JACK  LUGGAGE TAG,1.257872340425532,200,122
21868,POTTING SHED TEA MUG,1.2684161073825504,719,377
21869,POTTING SHED COFFEE MUG,1.212,103,82
21870,I CAN ONLY PLEASE ONE PERSON MUG,1.2376232394366198,539,243
21871,SAVE THE PLANET MUG,1.2929780564263322,600,299
21872,GLAMOROUS  MUG,1.2806375838926174,285,169
21873,IF YOU CAN'T STAND THE HEAT MUG,1.2625625,150,98
21874,GIN AND TONIC MUG,1.2761358811040338,455,211
21875,KINGS CHOICE MUG,1.278431952662722,326,218
21876,POTTERING MUG,1.3136778846153847,403,239
21877,HOME SWEET HOME MUG,1.3135059171597632,650,323
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.8482781456953643,290,225
21879,HEARTS GIFT TAPE,0.5363265306122449,93,81
21880,RED RETROSPOT TAPE,0.5829801324503311,146,123
21881,CUTE CATS TAPE,0.596865671641791,65,49
21882,SKULLS TAPE,0.5846835443037975,70,61
21883,STARS GIFT TAPE ,0.598654970760234,165,132
21884,CAKES AND BOWS GIFT  TAPE,0.5565714285714286,68,61
21888,BINGO SET,3.7833590138674884,626,444
21889,WOODEN BOX OF DOMINOES,1.2626572668112799,869,595
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3.0597959183673473,411,335
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.3200277392510402,664,483
21892,TRADITIONAL WOODEN CATCH CUP GAME ,1.269006116207951,601,447
21893,POTTING SHED SEED TIN,4.138461538461538,13,13
21894,POTTING SHED SEED ENVELOPES,1.2751851851851852,151,120
21895,POTTING SHED SOW 'N' GROW SET,4.20281690140845,70,61
21896,POTTING SHED TWINE,2.0920425531914892,226,187
21897,POTTING SHED CANDLE CITRONELLA,2.9412962962962967,100,86
21898,POTTING SHED ROSE CANDLE,2.9506382978723407,88,73
21899,"KEY FOB , GARAGE DESIGN",0.6611433756805808,523,313
21900,"KEY FOB , SHED",0.6632361516034986,654,361
21901,"KEY FOB , BACK DOOR ",0.6601623376623377,575,315
21902,"KEY FOB , FRONT  DOOR ",0.6596313364055301,408,250
21903,MAN FLU METAL SIGN,2.1523184357541902,346,230
21904,HOUSE WRECKING METAL SIGN ,2.043014705882353,130,103
21905,MORE BUTTER METAL SIGN ,1.6282914572864322,195,132
21906,PHARMACIE FIRST AID TIN,6.7223364485981305,311,214
21907,I'M ON HOLIDAY METAL SIGN,2.101858529819695,694,381
21908,CHOCOLATE THIS WAY METAL SIGN,2.107125748502994,801,382
21910,WAY OUT METAL SIGN ,1.6372549019607843,101,84
21911,GARDEN METAL SIGN ,1.6454372623574145,256,200
21912,VINTAGE SNAKES & LADDERS,3.783977987421384,615,447
21913,VINTAGE SEASIDE JIGSAW PUZZLES,3.7731132075471696,204,170
21914,BLUE HARMONICA IN BOX ,1.26834312573443,815,446
21915,RED  HARMONICA IN BOX ,1.251702819956616,884,467
21916,SET 12 RETRO WHITE CHALK STICKS,0.4246208112874779,537,304
21917,SET 12 KIDS  WHITE CHALK STICKS,0.4229367088607595,381,246
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.4225615763546798,585,369
21922,UNION STRIPE WITH FRINGE  HAMMOCK,7.902500000000001,330,204
21923,RED/CREAM STRIPE FRINGE HAMMOCK,7.876605504587157,108,80
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,7.870353982300885,112,82
21925,UNION STRIPE CUSHION COVER ,1.246392405063291,154,100
21926,RED/CREAM STRIPE CUSHION COVER ,1.2472262773722629,136,90
21927,BLUE/CREAM STRIPE CUSHION COVER ,1.2478034682080925,171,93
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1.9691315136476426,1172,450
21929,JUMBO BAG PINK VINTAGE PAISLEY,1.974256165473349,1228,504
21930,JUMBO STORAGE BAG SKULLS,1.9753121998078773,997,386
21931,JUMBO STORAGE BAG SUKI,1.9723626062322945,1714,546
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2.2255424063116367,494,315
21933,PINK VINTAGE PAISLEY PICNIC BAG,2.2620408163265306,469,294
21934,SKULL SHOULDER BAG,1.6306818181818181,345,164
21935,SUKI  SHOULDER BAG,1.6321304347826087,452,234
21936,RED RETROSPOT PICNIC BAG,2.9362344139650873,783,396
21937,STRAWBERRY   PICNIC BAG,2.9298058252427186,499,286
21942,SKULLS DESIGN FLANNEL,0.81140625,64,41
21943,CAKES AND RABBITS DESIGN FLANNEL ,0.8353658536585366,41,37
21944,KITTENS DESIGN FLANNEL,0.7802597402597402,75,53
21945,STRAWBERRIES  DESIGN FLANNEL ,0.8118181818181818,73,61
21946,PARTY TIME DESIGN FLANNEL,0.7833333333333333,30,25
21947,SET OF 6 HEART CHOPSTICKS,1.3016666666666667,169,122
21948,SET OF 6 CAKE CHOPSTICKS,1.3163865546218487,114,71
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.266546762589928,135,91
21950,SET OF 6 DOTS CHOPSTICKS,1.155,2,2
21955,DOORMAT UNION JACK GUNS AND ROSES,7.293477537437604,576,279
21967,PACK OF 12 SKULL TISSUES,0.3049246231155779,371,250
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.45,133,105
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.441358024691358,161,117
21974,SET OF 36 PAISLEY FLOWER DOILIES,1.4649821428571428,557,355
21975,PACK OF 60 DINOSAUR CAKE CASES,0.5484232365145228,1133,543
21976,PACK OF 60 MUSHROOM CAKE CASES,0.547114624505929,713,404
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.5448876745598058,1578,767
21980,PACK OF 12 RED RETROSPOT TISSUES ,0.3057240204429301,569,406
21981,PACK OF 12 WOODLAND TISSUES ,0.3112200956937799,386,282
21982,PACK OF 12 SUKI TISSUES ,0.31487455197132613,521,335
21983,PACK OF 12 BLUE PAISLEY TISSUES ,0.3181021897810219,263,208
21984,PACK OF 12 PINK PAISLEY TISSUES ,0.31746630727762803,350,256
21985,PACK OF 12 HEARTS DESIGN TISSUES ,0.3109067357512953,734,493
21986,PACK OF 12 PINK POLKADOT TISSUES,0.3110539845758355,376,275
21987,PACK OF 6 SKULL PAPER CUPS,0.6476731301939058,347,209
21988,PACK OF 6 SKULL PAPER PLATES,0.838365650969529,350,209
21989,PACK OF 20 SKULL PAPER NAPKINS,0.8411522633744856,468,264
21990,MODERN FLORAL STATIONERY SET,1.8171544715447157,233,170
21991,BOHEMIAN COLLAGE STATIONERY SET,1.8146099290780142,137,109
21992,VINTAGE PAISLEY STATIONERY SET,1.9397289156626507,308,242
21993,FLORAL FOLK STATIONERY SET,1.8395593220338986,282,208
22021,BLUE FELT EASTER EGG BASKET,1.6435185185185186,208,161
22023,EMPIRE BIRTHDAY CARD,0.41192546583850925,311,177
22024,RAINY LADIES BIRTHDAY CARD,0.42066889632107024,292,170
22025,RING OF ROSES BIRTHDAY CARD,0.41507246376811596,203,148
22026,BANQUET BIRTHDAY  CARD  ,0.41409090909090907,261,140
22027,TEA PARTY BIRTHDAY CARD,0.4201230769230769,636,335
22028,PENNY FARTHING BIRTHDAY CARD,0.42307277628032347,365,203
22029,SPACEBOY BIRTHDAY CARD,0.4182219705549263,861,429
22030,SWALLOWS GREETING CARD,0.4184651898734177,601,353
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.4387654320987654,80,65
22032,BOTANICAL LILY GREETING CARD,0.4183783783783783,74,64
22033,BOTANICAL ROSE GREETING CARD,0.41777777777777775,107,80
22034,ROBIN CHRISTMAS CARD,0.41931034482758617,83,71
22035,VINTAGE CARAVAN GREETING CARD ,0.4208943089430894,244,152
22036,DINOSAUR BIRTHDAY CARD,0.4173214285714285,110,77
22037,ROBOT BIRTHDAY CARD,0.4201028806584362,474,270
22038,BOTANICAL LAVENDER GIFT WRAP ,0.4182222222222222,45,43
22039,BOTANICAL LILY GIFT WRAP,0.41466666666666663,30,27
22040,BOTANICAL ROSE GIFT WRAP,0.41659574468085103,94,82
22041,"RECORD FRAME 7"" SINGLE SIZE ",2.4546130952380953,319,101
22042,CHRISTMAS CARD SINGING ANGEL,0.38903846153846156,96,89
22043,CHRISTMAS CARD SCREEN PRINT ,0.3031578947368421,92,86
22044,CHRISTMAS CARD STACK OF PRESENTS,0.3192134831460674,85,80
22045,SPACEBOY GIFT WRAP,0.4189029535864979,469,290
22046,TEA PARTY  WRAPPING PAPER ,0.4184541062801932,207,147
22047,EMPIRE GIFT WRAP,0.4179389312977099,260,211
22048,BIRTHDAY BANQUET GIFT WRAP,0.4192233009708738,102,93
22049,WRAP CHRISTMAS SCREEN PRINT,0.2941880341880342,112,95
22050,PINK PAISLEY ROSE GIFT WRAP,0.41862068965517235,115,100
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.4193220338983051,116,95
22052,VINTAGE CARAVAN GIFT WRAP,0.41811023622047244,124,105
22053,EMPIRE DESIGN ROSETTE,1.2408823529411763,66,61
22054,MINI CAKE STAND HANGING HEARTS,1.6429824561403508,51,45
22055,MINI CAKE STAND  HANGING STRAWBERY,1.5816731517509726,476,252
22056,CERAMIC PLATE LOVE HEART DESIGN,1.433076923076923,25,23
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.387909604519774,173,113
22058,CERAMIC LOVE HEARTS DESIGN MUG,1.49,92,71
22059,CERAMIC STRAWBERRY DESIGN MUG,1.4121531100478468,365,183
22060,LARGE CAKE STAND HANGING HEARTS,8.63214765100671,143,112
22061,LARGE CAKE STAND  HANGING STRAWBERY,9.55679911699779,443,219
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1.9062264150943395,93,68
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.8527338129496407,258,142
22064,PINK DOUGHNUT TRINKET POT ,1.6318359375,479,213
22065,CHRISTMAS PUDDING TRINKET POT ,1.043941018766756,333,249
22066,LOVE HEART TRINKET POT,1.0113333333333334,254,185
22067,CHOC TRUFFLE GOLD TRINKET POT ,1.6026041666666666,180,108
22068,BLACK PIRATE TREASURE CHEST,1.54130890052356,179,111
22069,BROWN  PIRATE TREASURE CHEST ,1.548709677419355,89,66
22070,SMALL RED RETROSPOT MUG IN BOX ,3.7905555555555557,275,217
22071,SMALL WHITE RETROSPOT MUG IN BOX ,3.7099603174603173,236,200
22072,RED RETROSPOT TEA CUP AND SAUCER ,3.6427727272727273,402,200
22073,RED RETROSPOT STORAGE JAR,3.7196163682864447,360,227
22074,6 RIBBONS SHIMMERING PINKS ,1.403780487804878,152,127
22075,6 RIBBONS ELEGANT CHRISTMAS ,1.5879928315412184,256,201
22076,6 RIBBONS EMPIRE  ,1.5497628458498023,240,197
22077,6 RIBBONS RUSTIC CHARM,1.7160960334029225,1361,685
22078,RIBBON REEL LACE DESIGN ,2.0944717444717447,385,246
22079,RIBBON REEL HEARTS DESIGN ,1.6675488454706926,542,397
22080,RIBBON REEL SPOTS DESIGN ,1.6478308026030368,438,336
22081,RIBBON REEL FLORA + FAUNA ,1.686697247706422,212,170
22082,RIBBON REEL STRIPES DESIGN ,1.660627802690583,819,512
22083,PAPER CHAIN KIT RETROSPOT,2.923599640933573,1075,589
22084,PAPER CHAIN KIT EMPIRE,2.907044198895028,704,464
22085,PAPER CHAIN KIT SKULLS ,2.9242346938775508,192,141
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.91933585313175,1691,896
22087,PAPER BUNTING WHITE LACE,2.8932857142857147,663,314
22088,PAPER BUNTING COLOURED LACE,2.9046747967479676,478,266
22089,PAPER BUNTING VINTAGE PAISLEY,2.92852534562212,421,290
22090,PAPER BUNTING RETROSPOT,2.9109358081979892,1265,631
22091,EMPIRE TISSUE BOX,0.8619762845849803,242,184
22092,BLUE PAISLEY TISSUE BOX,0.7626950354609929,133,105
22093,MOTORING TISSUE BOX,0.7935632183908046,247,179
22094,RED RETROSPOT TISSUE BOX,0.7970325203252032,232,181
22095,LADS ONLY TISSUE BOX,0.9173732718894009,188,125
22096,PINK PAISLEY SQUARE TISSUE BOX ,0.7554802259887006,163,129
22097,SWALLOW SQUARE TISSUE BOX,0.788,211,158
22098,BOUDOIR SQUARE TISSUE BOX,0.8800398406374502,231,161
22099,CARAVAN SQUARE TISSUE BOX,0.8700425531914894,214,168
22100,SKULLS SQUARE TISSUE BOX,0.9882608695652174,81,71
22101,MIRROR MOSAIC VOTIVE HOLDER,1.9476923076923076,49,44
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1.5745454545454545,41,35
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.572264150943396,50,43
22104,MIRROR MOSAIC CANDLE PLATE,1.3195121951219513,41,31
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.875925925925926,26,23
22106,MIRROR MOSAIC HURRICANE LAMP ,5.800000000000001,36,29
22107,PIZZA PLATE IN BOX,3.6517,185,118
22108,PING! MICROWAVE PLATE,3.1455102040816327,49,34
22109,FULL ENGLISH BREAKFAST PLATE,3.751887254901961,389,205
22110,BIRD HOUSE HOT WATER BOTTLE,2.6920963172804533,323,217
22111,SCOTTIE DOG HOT WATER BOTTLE,4.89552715654952,1457,717
22112,CHOCOLATE HOT WATER BOTTLE,4.879200779727095,1447,631
22113,GREY HEART HOT WATER BOTTLE,3.863320039880359,913,488
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.018526011560694,1298,626
22115,METAL SIGN EMPIRE TEA,2.1928055555555557,350,244
22116,METAL SIGN HIS DINNER IS SERVED,1.7031782945736436,127,96
22117,METAL SIGN HER DINNER IS SERVED ,2.8824120603015078,196,142
22118,JOY WOODEN BLOCK LETTERS,4.728167938931297,243,195
22119,PEACE WOODEN BLOCK LETTERS,6.699473684210527,330,244
22120,WELCOME  WOODEN BLOCK LETTERS,9.866377708978327,316,196
22121,NOEL WOODEN BLOCK LETTERS ,5.963501199040768,386,303
22122,SET OF 2 FANCY FONT TEA TOWELS,2.947546012269939,156,113
22123,PING MICROWAVE APRON,2.8415789473684208,91,77
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.55975,39,29
22125,UNION JACK HOT WATER BOTTLE ,5.9261904761904765,157,117
22127,PARTY CONES CARNIVAL ASSORTED,1.240065359477124,146,128
22128,PARTY CONES CANDY ASSORTED,1.2411398963730569,186,143
22129,PARTY CONES CANDY TREE DECORATION,0.8835779816513761,106,97
22130,PARTY CONE CHRISTMAS DECORATION ,0.847,358,298
22131,FOOD CONTAINER SET 3 LOVE HEART ,1.9727392120075047,496,276
22132,RED LOVE HEART SHAPE CUP,0.85,238,154
22133,PINK LOVE HEART SHAPE CUP,0.8566857142857142,171,109
22134,LADLE LOVE HEART RED ,0.43720930232558136,126,80
22135,LADLE LOVE HEART PINK,0.43803738317757007,103,58
22136,LOVE HEART SOCK HANGER,1.6440298507462685,191,117
22137,BATHROOM SET LOVE HEART DESIGN,2.9156250000000004,31,24
22138,BAKING SET 9 PIECE RETROSPOT ,4.951761041902604,1742,1137
22139,RETROSPOT TEA SET CERAMIC 11 PC ,4.946230646022425,1838,941
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.1325995807127884,434,313
22142,CHRISTMAS CRAFT WHITE FAIRY ,1.481196581196581,429,336
22143,CHRISTMAS CRAFT HEART DECORATIONS,2.091071428571429,53,51
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.1329761904761906,535,392
22145,CHRISTMAS CRAFT HEART STOCKING ,2.0915730337078653,169,153
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.9125,99,93
22147,FELTCRAFT BUTTERFLY HEARTS,1.4480212954747116,1026,582
22148,EASTER CRAFT 4 CHICKS ,1.9241176470588235,243,209
22149,FELTCRAFT 6 FLOWER FRIENDS,2.0936679841897234,1189,684
22150,3 STRIPEY MICE FELTCRAFT,1.9470236753100338,829,505
22151,PLACE SETTING WHITE HEART,0.4237172011661808,645,361
22152,PLACE SETTING WHITE STAR,0.42414529914529914,219,154
22153,ANGEL DECORATION STARS ON DRESS,0.4194312796208531,191,136
22154,ANGEL DECORATION 3 BUTTONS ,0.4192996108949416,227,163
22155,STAR DECORATION RUSTIC,0.42,221,165
22156,HEART DECORATION WITH PEARLS ,0.8552115812917594,414,259
22157,ANGEL DECORATION WITH LACE PADDED,0.85,112,88
22158,3 HEARTS HANGING DECORATION RUSTIC,2.9530508474576274,646,374
22161,HEART DECORATION RUSTIC HANGING ,0.3470901639344262,219,156
22162,HEART GARLAND RUSTIC PADDED,2.9472027972027974,133,92
22163,HEART STRING MEMO HOLDER HANGING,2.2364285714285717,104,86
22164,STRING OF STARS CARD HOLDER,2.91046511627907,42,40
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",11.117265625,127,82
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",7.433953488372094,41,31
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",9.542307692307691,166,92
22168,ORGANISER WOOD ANTIQUE WHITE ,8.480573248407644,304,250
22169,FAMILY ALBUM WHITE PICTURE FRAME,8.372061855670102,570,276
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.687230769230769,510,279
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8.376994633273704,544,269
22172,METAL SHELF WITH RAIL ,8.472929936305732,156,124
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2.987658142664872,714,383
22174,PHOTO CUBE,1.6844047619047617,303,178
22175,PINK OWL SOFT TOY,2.9359546925566344,296,161
22176,BLUE OWL SOFT TOY,2.9412280701754385,217,125
22177,5 HOOK BLACKBOARD ORGANISER ,9.876019417475728,102,90
22178,VICTORIAN GLASS HANGING T-LIGHT,1.3436502659574467,1442,593
22179,SET 10 LIGHTS NIGHT OWL,6.711875,401,201
22180,RETROSPOT LAMP,9.898777173913043,358,226
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.8464545454545455,104,85
